workload id,k1,k2,k3,k4,k5,k6,k7,k8,s1,s2,s3,s4,latency,driver.jvm.PS-MarkSweep.count.avg_increase,driver.jvm.non-heap.usage.avg,executor.deserializeTime.avg,worker_1.Disk_Read_KB/s.sdd,worker_1.Paging_and_Virtual_Memory.pgscan_kswapd_normal,worker_2.Disk_Read_KB/s.sdh,worker_2.Disk_Write_KB/s.sdi,worker_2.Paging_and_Virtual_Memory.pginodesteal,worker_2.Paging_and_Virtual_Memory.pgscan_kswapd_normal
255.0,36.0,4.0,3.0,6.0,48.0,200.0,1.0,0.6,1000.0,128.0,10.0,200.0,30.65025,0.0,-182381185.4671561,12764.242802491233,0.0,0.0,42.584677419354854,17.980888237809783,0.0,0.0
255.0,36.0,3.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,32.0,10.0,200.0,30.937,0.0,-187702225.5151515,20061.3391729798,0.0,0.0,144.41666666666666,13.956368371212122,0.0,0.0
255.0,36.0,4.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,30.934,0.0,-182257371.79924244,13584.113350880125,0.0,0.0,0.0,18.02838680926916,0.0,0.0
255.0,48.0,12.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,19.288833333333333,0.0,-190368746.4256854,14735.953282828285,0.0,0.0,999.2673106060606,28.058241341991344,0.0,0.0
267.0,144.0,24.0,3.0,6.0,48.0,143.0,1.0,0.6,10000.0,128.0,10.0,200.0,5.314,0.0,-235474976.96428573,51419.04042658732,0.0,0.0,0.0,82.09196428571428,0.0,0.0
267.0,48.0,12.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,300.0,200.0,8.37475,0.0,-181253173.67272732,6679.8310606060595,0.0,0.0,0.0,50.46113636363637,0.0,0.0
267.0,32.0,8.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,12.2905,0.0,-180740605.5619048,8047.48705357143,0.0,0.0,0.0,24.49166666666667,0.0,0.0
267.0,48.0,12.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,8.775833333333333,0.0,-186944978.13434345,13259.54175084175,0.0,0.0,1019.9714646464647,43.074255050505045,0.0,0.0
267.0,32.0,8.0,2.0,4.0,48.0,200.0,1.0,0.65,10000.0,128.0,10.0,200.0,17.021,0.0,-180038509.33216375,7960.044206871346,0.0,0.0,0.0,19.949890350877194,0.0,0.0
272.0,24.0,4.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,64.0,10.0,200.0,20.7685,0.0,-170644293.95619234,123744.98715415019,0.0,0.0,116.0945652173913,15.358695652173916,0.0,0.0
272.0,24.0,4.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,20.7415,0.0,-160808790.2806324,122514.82500617587,0.0,0.0,0.0,16.79298418972332,0.0,0.0
272.0,16.0,2.0,4.0,8.0,48.0,200.0,1.0,0.5,10000.0,128.0,10.0,200.0,29.46175,0.0,-159990102.4717742,244935.7701612903,0.0,0.0,0.0,12.176612903225806,0.0,0.0
272.0,32.0,8.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,16.98075,0.0,-160720488.17151704,62275.418827936875,0.0,0.0,0.0,20.861919934640525,0.0,0.0
272.0,16.0,2.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,32.0695,0.0,-159873643.7400475,241710.04942810448,0.0,0.0,0.0,10.457338086749852,0.0,0.0
287.0,144.0,36.0,2.0,4.0,48.0,200.0,1.0,0.6,5000.0,128.0,10.0,200.0,16.42225,0.0,-199016374.374269,16406.47754803676,0.8381578947368421,0.0,0.0,46.782236842105256,0.0,0.0
287.0,96.0,16.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,300.0,200.0,18.29125,0.0,-199212569.4380952,25578.770647321428,0.3880357142857143,0.0,0.0,36.04119047619048,0.0,0.0
287.0,144.0,36.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,16.073,0.0,-192545087.5380117,14362.11176378446,1.0925438596491228,0.0,0.0,45.680701754385964,0.0,0.0
287.0,24.0,6.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,46.56975,0.0,-191938284.8283333,9427.501041666665,0.08457446808510638,0.0,0.0,14.434661989795911,0.0,0.0
287.0,96.0,16.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,21.1455,0.0,-193038437.7621871,10181.566012537056,0.8654397233201581,0.0,0.0,24.54377882081686,0.0,0.0
295.0,48.0,8.0,2.0,4.0,480.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,6.9955000000000025,0.0,-164904344.44444445,2116.944444444445,0.0,0.0,0.0,44.477777777777774,0.0,0.0
295.0,48.0,8.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,7.66,0.0,-165066570.64444444,2164.0944444444444,0.0,0.0,0.0,50.52694444444445,0.0,0.0
295.0,12.0,2.0,2.0,4.0,48.0,200.0,1.0,0.65,10000.0,128.0,10.0,200.0,23.499500000000005,0.0,-164302706.77230766,3619.6955769230767,0.0,0.0,0.0,12.066423076923074,0.0,0.0
295.0,48.0,8.0,3.0,6.0,12.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,4.941000000000002,0.0,-164756278.23809522,2916.432291666667,0.0,0.0,0.0,66.82142857142857,0.0,0.0
295.0,48.0,8.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,5.044499999999998,0.0,-164784673.78571427,2802.5948660714284,0.0,0.0,0.0,60.12589285714286,0.0,0.0
306.0,72.0,8.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,199.06175,0.0,-167387277.93527016,3558.085854386909,0.0,0.0,0.0,8.900523767194636,0.0,0.0
306.0,36.0,3.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,381.866,0.25,-166592359.4303864,5688.663845651008,0.0,0.0,0.0,5.336862437966127,0.0,0.0
306.0,72.0,8.0,3.0,6.0,24.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,201.86,0.0,-167822187.47272488,3547.1134887247626,0.0,0.0,0.0,8.681182072839086,0.0,0.0
306.0,12.0,2.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,1085.747,0.75,-166520278.2585752,6782.085380204517,0.003650137741046832,0.0,1020.1302113837958,5.015523659870058,0.0,0.0
306.0,64.0,8.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,30.0,200.0,166.926,0.0,-167814744.40236688,4451.381656804733,0.0,0.0,0.0,8.89525570583263,0.0,0.0
10.0,16.0,4.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,24.0,8.05075,0.0,-163495178.0,2057.35,0.3975,0.0,701.68,50.2875,0.0,0.0
10.0,24.0,6.0,2.0,4.0,48.0,200.0,1.0,0.6,50000.0,128.0,10.0,200.0,7.727,0.0,-164055644.1,2259.494444,0.0,0.0,0.0,39.00555556,0.0,0.0
10.0,24.0,6.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,7.78475,0.0,-164487515.6,2219.066667,0.0,0.0,1041.8425,43.82,0.0,0.0
10.0,36.0,4.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,7.85125,0.0,-164394038.6,3161.536806,0.0,0.0,480.6947222,29.98083333,0.0,0.0
10.0,36.0,4.0,3.0,6.0,48.0,200.0,1.0,0.6,10000.0,32.0,10.0,200.0,7.67975,0.0,-164744891.9,2998.583333,0.0,0.0,942.4102777999999,33.605,0.0,0.0
24.0,48.0,4.0,4.0,8.0,48.0,47.0,1.0,0.6,10000.0,128.0,10.0,200.0,356.24625,0.25,-179223866.13126615,13254.187677328735,0.011165730337078652,0.0,426.56202112540564,16.357753969787627,0.0,0.0
24.0,48.0,4.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,329.43300000000005,0.0,-165763497.72761372,4500.979107915315,0.0,0.0,456.82829047634283,5.749086631308023,0.0,0.0
24.0,144.0,36.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,182.93675,0.0,-176047225.53193367,4244.7460863234255,0.0,0.0,1015.2824820789584,18.680806860206022,0.0,0.0
24.0,144.0,36.0,2.0,4.0,48.0,200.0,1.0,0.6,1000.0,128.0,10.0,200.0,175.99949999999995,0.0,-167757567.07273948,2500.6179344781194,0.0,0.0,413.162582630049,18.034303167683625,0.0,0.0
24.0,8.0,2.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,1221.647,0.75,-165726403.25314343,5964.006283095896,0.003252864157119476,0.0,463.2519211768522,4.72761378915669,0.0,0.0
37.0,12.0,2.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,460.1985,0.25,-164886290.04244742,4657.261483640675,0.0,0.0,533.2833021752929,3.737881105996368,0.0,0.0
37.0,36.0,3.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,178.4675,0.0,-181418940.12518173,20319.62374568548,0.0,0.0,576.9988422344097,5.0609523260544504,0.0,0.0
37.0,96.0,16.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,94.68225,0.0,-165910442.580131,2136.3526774406573,0.0,0.0,0.0,15.797545158980398,0.0,0.0
37.0,96.0,16.0,2.0,4.0,48.0,200.0,1.0,0.65,10000.0,128.0,10.0,200.0,93.9655,0.0,-165959865.77673882,2154.0040887457308,0.0,0.0,1016.2361536665668,15.071334456086532,0.0,0.0
37.0,64.0,8.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,30.0,200.0,93.1145,0.0,-165554801.85718733,3766.6770691850593,0.0,0.0,0.0,10.883034716327105,0.0,0.0
43.0,64.0,16.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,64.0,10.0,200.0,89.99799999999998,0.0,-164458137.23985994,2027.0587846329208,0.0,0.0,0.0,15.278353307571,0.0,0.0
43.0,216.0,36.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,76.414,0.25,-165104514.24515834,2606.519006017479,0.0,0.0,0.0,22.485610830197068,0.0,0.0
43.0,144.0,18.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,77.85758333333331,0.0,-167647455.71203074,5754.523899082065,0.0,0.0,1012.3597112079098,14.941722672752087,0.0,0.0
43.0,144.0,18.0,4.0,8.0,48.0,200.0,1.0,0.6,2000.0,128.0,10.0,200.0,78.39716666666666,0.08333333333333333,-167350682.34439537,5673.757214135826,0.0,0.0,1020.2109976801579,13.345059220423991,0.0,0.0
43.0,64.0,16.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,94.44808333333332,0.0,-167563403.84094924,3493.264403035044,0.0,0.0,1025.7619949272396,14.682512606811693,0.0,0.0
58.0,32.0,4.0,4.0,8.0,384.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,37.19675,0.0,-202748312.5346154,17333.24126602564,0.0,0.0,0.0,15.902499999999995,0.0,0.0
58.0,32.0,4.0,4.0,8.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,38.412,0.0,-214572542.4060976,37419.814710365856,0.0,0.0,456.1396153846154,12.288092166979366,0.0,0.0
58.0,48.0,8.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,300.0,200.0,38.118,0.0,-195057612.94390243,6000.8592606707325,0.0,0.0,0.0,16.94701219512195,0.0,0.0
58.0,24.0,4.0,2.0,4.0,48.0,200.0,1.0,0.65,10000.0,128.0,10.0,200.0,64.73875,0.0,-205236755.2398569,14878.523902462954,0.0,0.0,0.0,8.620484974858329,0.0,0.0
58.0,24.0,4.0,2.0,4.0,48.0,200.0,1.0,0.6,10000.0,128.0,10.0,200.0,67.75,0.0,-195064583.24093547,8422.841723894091,0.0,0.0,0.0,8.927223813897879,0.0,0.0
